Unique ID,Case name,Bus name,Bus voltage [kV],Run#,Tswitch_a [s],Tswitch_b [s],Tswitch_c [s],Fault_type,Fault_time [s],LGp [kV],LGr [kV],LLp [kV],LLr [kV],LGrm [kV],LLrm [kV],LLs [kV],LLe [kV],LGp [pu],LGr [pu],LLp [pu],LLr [pu],LGrm [pu],LLrm [pu],LLs [pu],LLe [pu],TOV_dur [s]
C29_S2_N1_L_MM_230_ONC1_2,C29_S2_N1_L,MM_230_ONC1,230,2.0,2.101,2.101,2.101,None,102.101,199.8,132.4,342.4,229.5,126.0,217.2,229.3,227.4,1.064,0.997,1.053,0.998,0.949,0.944,0.997,0.989,0.0
C29_S2_N1_L_MM_230_ONC1_3,C29_S2_N1_L,MM_230_ONC1,230,3.0,2.102,2.102,2.102,None,102.102,202.7,132.9,347.3,229.3,126.3,217.5,229.3,227.6,1.079,1.001,1.068,0.997,0.951,0.946,0.997,0.99,0.0
C29_S2_N1_L_MM_230_ONC1_4,C29_S2_N1_L,MM_230_ONC1,230,4.0,2.103,2.103,2.103,None,102.103,204.0,133.0,349.0,229.3,126.5,218.5,229.3,227.7,1.086,1.002,1.073,0.997,0.953,0.95,0.997,0.99,0.0
C29_S2_N1_L_MM_230_ONC1_5,C29_S2_N1_L,MM_230_ONC1,230,5.0,2.104,2.104,2.104,None,102.104,202.9,133.0,349.0,229.8,126.9,220.3,229.3,227.8,1.08,1.002,1.073,0.999,0.956,0.958,0.997,0.99,0.0
C29_S2_N1_L_MM_230_ONC1_6,C29_S2_N1_L,MM_230_ONC1,230,6.0,2.105,2.105,2.105,None,102.105,196.1,132.8,345.1,229.8,127.6,222.0,229.3,228.0,1.044,1.0,1.061,0.999,0.961,0.965,0.997,0.991,0.0
C29_S2_N1_L_MM_230_ONC1_7,C29_S2_N1_L,MM_230_ONC1,230,7.0,2.106,2.106,2.106,None,102.106,197.6,132.5,342.0,229.5,128.1,222.7,229.3,228.2,1.052,0.998,1.051,0.998,0.965,0.968,0.997,0.992,0.0
C29_S2_N1_L_MM_230_ONC1_8,C29_S2_N1_L,MM_230_ONC1,230,8.0,2.107,2.107,2.107,None,102.107,199.5,132.4,346.6,229.3,129.1,224.3,229.3,228.5,1.062,0.997,1.066,0.997,0.972,0.975,0.997,0.993,0.0
C29_S2_N1_L_MM_230_ONC1_9,C29_S2_N1_L,MM_230_ONC1,230,9.0,2.108,2.108,2.108,None,102.108,196.3,132.4,338.5,229.3,130.8,226.8,229.3,228.7,1.045,0.997,1.041,0.997,0.985,0.986,0.997,0.994,0.0
C29_S2_N1_L_MM_230_ONC1_10,C29_S2_N1_L,MM_230_ONC1,230,10.0,2.109,2.109,2.109,None,102.109,189.8,132.5,331.1,229.6,131.8,228.5,229.3,229.1,1.011,0.998,1.018,0.998,0.993,0.993,0.997,0.996,0.0
C29_S2_N1_L_MM_230_ONC1_11,C29_S2_N1_L,MM_230_ONC1,230,11.0,2.11,2.11,2.11,None,102.11,188.0,132.4,326.4,229.3,132.2,229.0,229.3,229.2,1.001,0.997,1.003,0.997,0.996,0.996,0.997,0.997,0.0
C29_S2_N1_L_MM_230_ONC1_12,C29_S2_N1_L,MM_230_ONC1,230,12.0,2.111,2.111,2.111,None,102.111,189.3,132.4,331.5,229.3,131.4,227.9,229.3,229.1,1.008,0.997,1.019,0.997,0.99,0.991,0.997,0.996,0.0
C29_S2_N1_L_MM_230_ONC1_13,C29_S2_N1_L,MM_230_ONC1,230,13.0,2.112,2.112,2.112,None,102.112,195.9,132.4,338.9,229.3,130.8,226.8,229.3,228.7,1.043,0.997,1.042,0.997,0.985,0.986,0.997,0.994,0.0
C29_S2_N1_L_MM_230_ONC1_14,C29_S2_N1_L,MM_230_ONC1,230,14.0,2.113,2.113,2.113,None,102.113,200.5,132.4,341.7,229.3,130.2,225.3,229.3,228.5,1.068,0.997,1.051,0.997,0.98,0.98,0.997,0.993,0.0
C29_S2_N1_L_MM_230_ONC1_15,C29_S2_N1_L,MM_230_ONC1,230,15.0,2.114,2.114,2.114,None,102.114,196.0,132.4,340.9,229.3,128.8,224.2,229.3,228.2,1.044,0.997,1.048,0.997,0.97,0.975,0.997,0.992,0.0
C29_S2_N1_L_MM_230_ONC1_16,C29_S2_N1_L,MM_230_ONC1,230,16.0,2.115,2.115,2.115,None,102.115,199.3,132.4,343.5,229.3,127.5,221.4,229.3,227.9,1.061,0.997,1.056,0.997,0.96,0.963,0.997,0.991,0.0
C29_S2_N1_L_MM_230_ONC1_17,C29_S2_N1_L,MM_230_ONC1,230,17.0,2.116,2.116,2.116,None,102.116,202.6,132.4,347.9,229.3,127.0,219.2,229.3,227.8,1.079,0.997,1.07,0.997,0.956,0.953,0.997,0.99,0.0
C29_S2_N1_L_MM_230_ONC1_18,C29_S2_N1_L,MM_230_ONC1,230,18.0,2.117,2.117,2.117,None,102.117,204.0,132.4,349.3,229.3,126.9,218.5,229.3,227.6,1.086,0.997,1.074,0.997,0.956,0.95,0.997,0.99,0.0
C29_S2_N1_L_MM_230_ONC1_19,C29_S2_N1_L,MM_230_ONC1,230,19.0,2.118,2.118,2.118,None,102.118,203.1,132.4,348.5,229.3,126.3,218.8,229.3,227.5,1.082,0.997,1.071,0.997,0.951,0.951,0.997,0.989,0.0
C29_S2_N1_L_MM_230_ONC1_20,C29_S2_N1_L,MM_230_ONC1,230,20.0,2.119,2.119,2.119,None,102.119,196.1,132.4,347.2,229.3,126.0,219.1,229.3,227.4,1.044,0.997,1.067,0.997,0.949,0.953,0.997,0.989,0.0
C29_S2_N1_L_MM_230_ONC2_1,C29_S2_N1_L,MM_230_ONC2,230,1.0,2.1,2.1,2.1,None,102.1,197.3,132.4,342.0,229.3,125.8,217.9,229.3,227.3,1.051,0.997,1.051,0.997,0.947,0.947,0.997,0.988,0.0
C29_S2_N1_L_MM_230_ONC2_2,C29_S2_N1_L,MM_230_ONC2,230,2.0,2.101,2.101,2.101,None,102.101,199.8,132.4,342.4,229.5,126.0,217.2,229.3,227.4,1.064,0.997,1.053,0.998,0.949,0.944,0.997,0.989,0.0
C29_S2_N1_L_MM_230_ONC2_3,C29_S2_N1_L,MM_230_ONC2,230,3.0,2.102,2.102,2.102,None,102.102,202.7,132.9,347.3,229.3,126.3,217.5,229.3,227.6,1.079,1.001,1.068,0.997,0.951,0.946,0.997,0.99,0.0
C29_S2_N1_L_MM_230_ONC2_4,C29_S2_N1_L,MM_230_ONC2,230,4.0,2.103,2.103,2.103,None,102.103,204.0,133.0,349.0,229.3,126.5,218.5,229.3,227.7,1.086,1.002,1.073,0.997,0.953,0.95,0.997,0.99,0.0
C29_S2_N1_L_MM_230_ONC2_5,C29_S2_N1_L,MM_230_ONC2,230,5.0,2.104,2.104,2.104,None,102.104,202.9,133.0,349.0,229.8,126.9,220.3,229.3,227.8,1.08,1.002,1.073,0.999,0.956,0.958,0.997,0.99,0.0
C29_S2_N1_L_MM_230_ONC2_6,C29_S2_N1_L,MM_230_ONC2,230,6.0,2.105,2.105,2.105,None,102.105,196.1,132.8,345.1,229.8,127.6,222.0,229.3,228.0,1.044,1.0,1.061,0.999,0.961,0.965,0.997,0.991,0.0
C29_S2_N1_L_MM_230_ONC2_7,C29_S2_N1_L,MM_230_ONC2,230,7.0,2.106,2.106,2.106,None,102.106,197.6,132.5,342.0,229.5,128.1,222.7,229.3,228.2,1.052,0.998,1.051,0.998,0.965,0.968,0.997,0.992,0.0
C29_S2_N1_L_MM_230_ONC2_8,C29_S2_N1_L,MM_230_ONC2,230,8.0,2.107,2.107,2.107,None,102.107,199.5,132.4,346.6,229.3,129.1,224.3,229.3,228.5,1.062,0.997,1.066,0.997,0.972,0.975,0.997,0.993,0.0
C29_S2_N1_L_MM_230_ONC2_9,C29_S2_N1_L,MM_230_ONC2,230,9.0,2.108,2.108,2.108,None,102.108,196.3,132.4,338.5,229.3,130.8,226.8,229.3,228.7,1.045,0.997,1.041,0.997,0.985,0.986,0.997,0.994,0.0
C29_S2_N1_L_MM_230_ONC2_10,C29_S2_N1_L,MM_230_ONC2,230,10.0,2.109,2.109,2.109,None,102.109,189.8,132.5,331.1,229.6,131.8,228.5,229.3,229.1,1.011,0.998,1.018,0.998,0.993,0.993,0.997,0.996,0.0
C29_S2_N1_L_MM_230_ONC2_11,C29_S2_N1_L,MM_230_ONC2,230,11.0,2.11,2.11,2.11,None,102.11,188.0,132.4,326.4,229.3,132.2,229.0,229.3,229.2,1.001,0.997,1.003,0.997,0.996,0.996,0.997,0.997,0.0
C29_S2_N1_L_MM_230_ONC2_12,C29_S2_N1_L,MM_230_ONC2,230,12.0,2.111,2.111,2.111,None,102.111,189.3,132.4,331.5,229.3,131.4,227.9,229.3,229.1,1.008,0.997,1.019,0.997,0.99,0.991,0.997,0.996,0.0
C29_S2_N1_L_MM_230_ONC2_13,C29_S2_N1_L,MM_230_ONC2,230,13.0,2.112,2.112,2.112,None,102.112,195.9,132.4,338.9,229.3,130.8,226.8,229.3,228.7,1.043,0.997,1.042,0.997,0.985,0.986,0.997,0.994,0.0
C29_S2_N1_L_MM_230_ONC2_14,C29_S2_N1_L,MM_230_ONC2,230,14.0,2.113,2.113,2.113,None,102.113,200.5,132.4,341.7,229.3,130.2,225.3,229.3,228.5,1.068,0.997,1.051,0.997,0.98,0.98,0.997,0.993,0.0
C29_S2_N1_L_MM_230_ONC2_15,C29_S2_N1_L,MM_230_ONC2,230,15.0,2.114,2.114,2.114,None,102.114,196.0,132.4,340.9,229.3,128.8,224.2,229.3,228.2,1.044,0.997,1.048,0.997,0.97,0.975,0.997,0.992,0.0
C29_S2_N1_L_MM_230_ONC2_16,C29_S2_N1_L,MM_230_ONC2,230,16.0,2.115,2.115,2.115,None,102.115,199.3,132.4,343.5,229.3,127.5,221.4,229.3,227.9,1.061,0.997,1.056,0.997,0.96,0.963,0.997,0.991,0.0
C29_S2_N1_L_MM_230_ONC2_17,C29_S2_N1_L,MM_230_ONC2,230,17.0,2.116,2.116,2.116,None,102.116,202.6,132.4,347.9,229.3,127.0,219.2,229.3,227.8,1.079,0.997,1.07,0.997,0.956,0.953,0.997,0.99,0.0
C29_S2_N1_L_MM_230_ONC2_18,C29_S2_N1_L,MM_230_ONC2,230,18.0,2.117,2.117,2.117,None,102.117,204.0,132.4,349.3,229.3,126.9,218.5,229.3,227.6,1.086,0.997,1.074,0.997,0.956,0.95,0.997,0.99,0.0
C29_S2_N1_L_MM_230_ONC2_19,C29_S2_N1_L,MM_230_ONC2,230,19.0,2.118,2.118,2.118,None,102.118,203.1,132.4,348.5,229.3,126.3,218.8,229.3,227.5,1.082,0.997,1.071,0.997,0.951,0.951,0.997,0.989,0.0
C29_S2_N1_L_MM_230_ONC2_20,C29_S2_N1_L,MM_230_ONC2,230,20.0,2.119,2.119,2.119,None,102.119,196.1,132.4,347.2,229.3,126.0,219.1,229.3,227.4,1.044,0.997,1.067,0.997,0.949,0.953,0.997,0.989,0.0
C29_S2_N1_L_MM_230_ONC3_1,C29_S2_N1_L,MM_230_ONC3,230,1.0,2.1,2.1,2.1,None,102.1,198.3,133.3,344.0,230.8,126.7,219.3,230.8,228.8,1.056,1.004,1.058,1.003,0.954,0.953,1.003,0.995,0.0
C29_S2_N1_L_MM_230_ONC3_2,C29_S2_N1_L,MM_230_ONC3,230,2.0,2.101,2.101,2.101,None,102.101,200.8,133.3,344.0,230.9,126.8,218.7,230.8,228.9,1.069,1.004,1.058,1.004,0.955,0.951,1.003,0.995,0.0
C29_S2_N1_L_MM_230_ONC3_3,C29_S2_N1_L,MM_230_ONC3,230,3.0,2.102,2.102,2.102,None,102.102,203.7,133.7,348.8,230.8,127.2,218.9,230.8,229.1,1.085,1.007,1.072,1.003,0.958,0.952,1.003,0.996,0.0
C29_S2_N1_L_MM_230_ONC3_4,C29_S2_N1_L,MM_230_ONC3,230,4.0,2.103,2.103,2.103,None,102.103,204.9,133.9,350.5,230.8,127.4,220.0,230.8,229.2,1.091,1.008,1.078,1.003,0.959,0.957,1.003,0.997,0.0
C29_S2_N1_L_MM_230_ONC3_5,C29_S2_N1_L,MM_230_ONC3,230,5.0,2.104,2.104,2.104,None,102.104,203.9,133.9,350.6,231.3,127.8,221.7,230.8,229.3,1.086,1.008,1.078,1.006,0.962,0.964,1.003,0.997,0.0
C29_S2_N1_L_MM_230_ONC3_6,C29_S2_N1_L,MM_230_ONC3,230,6.0,2.105,2.105,2.105,None,102.105,197.4,133.7,347.2,231.4,128.4,223.5,230.8,229.5,1.051,1.007,1.067,1.006,0.967,0.972,1.003,0.998,0.0
C29_S2_N1_L_MM_230_ONC3_7,C29_S2_N1_L,MM_230_ONC3,230,7.0,2.106,2.106,2.106,None,102.106,198.6,133.4,343.8,231.0,129.0,224.2,230.8,229.7,1.058,1.005,1.057,1.004,0.971,0.975,1.003,0.999,0.0
C29_S2_N1_L_MM_230_ONC3_8,C29_S2_N1_L,MM_230_ONC3,230,8.0,2.107,2.107,2.107,None,102.107,200.4,133.3,348.2,230.8,130.0,225.8,230.8,230.0,1.067,1.004,1.07,1.003,0.979,0.982,1.003,1.0,0.0
C29_S2_N1_L_MM_230_ONC3_9,C29_S2_N1_L,MM_230_ONC3,230,9.0,2.108,2.108,2.108,None,102.108,197.3,133.3,340.3,230.8,131.7,228.3,230.8,230.3,1.051,1.004,1.046,1.003,0.992,0.993,1.003,1.001,0.0
C29_S2_N1_L_MM_230_ONC3_10,C29_S2_N1_L,MM_230_ONC3,230,10.0,2.109,2.109,2.109,None,102.109,190.9,133.4,333.1,231.1,132.7,230.0,230.8,230.6,1.017,1.005,1.024,1.005,0.999,1.0,1.003,1.003,0.0
C29_S2_N1_L_MM_230_ONC3_11,C29_S2_N1_L,MM_230_ONC3,230,11.0,2.11,2.11,2.11,None,102.11,189.2,133.3,328.5,230.8,133.1,230.5,230.8,230.8,1.007,1.004,1.01,1.003,1.002,1.002,1.003,1.003,0.0
C29_S2_N1_L_MM_230_ONC3_12,C29_S2_N1_L,MM_230_ONC3,230,12.0,2.111,2.111,2.111,None,102.111,190.5,133.3,333.5,230.8,132.3,229.4,230.8,230.6,1.014,1.004,1.025,1.003,0.996,0.997,1.003,1.003,0.0
C29_S2_N1_L_MM_230_ONC3_13,C29_S2_N1_L,MM_230_ONC3,230,13.0,2.112,2.112,2.112,None,102.112,196.9,133.3,340.7,230.8,131.6,228.3,230.8,230.3,1.048,1.004,1.047,1.003,0.991,0.993,1.003,1.001,0.0
C29_S2_N1_L_MM_230_ONC3_14,C29_S2_N1_L,MM_230_ONC3,230,14.0,2.113,2.113,2.113,None,102.113,201.5,133.3,343.5,230.8,131.1,226.8,230.8,230.0,1.073,1.004,1.056,1.003,0.987,0.986,1.003,1.0,0.0
C29_S2_N1_L_MM_230_ONC3_15,C29_S2_N1_L,MM_230_ONC3,230,15.0,2.114,2.114,2.114,None,102.114,196.9,133.3,343.0,230.8,129.6,225.7,230.8,229.7,1.048,1.004,1.055,1.003,0.976,0.981,1.003,0.999,0.0
C29_S2_N1_L_MM_230_ONC3_16,C29_S2_N1_L,MM_230_ONC3,230,16.0,2.115,2.115,2.115,None,102.115,200.4,133.3,345.3,230.8,128.4,222.8,230.8,229.4,1.067,1.004,1.062,1.003,0.967,0.969,1.003,0.997,0.0
C29_S2_N1_L_MM_230_ONC3_17,C29_S2_N1_L,MM_230_ONC3,230,17.0,2.116,2.116,2.116,None,102.116,203.6,133.3,349.5,230.8,127.8,220.7,230.8,229.3,1.084,1.004,1.074,1.003,0.962,0.96,1.003,0.997,0.0
C29_S2_N1_L_MM_230_ONC3_18,C29_S2_N1_L,MM_230_ONC3,230,18.0,2.117,2.117,2.117,None,102.117,205.0,133.3,350.8,230.8,127.7,219.9,230.8,229.1,1.092,1.004,1.078,1.003,0.962,0.956,1.003,0.996,0.0
C29_S2_N1_L_MM_230_ONC3_19,C29_S2_N1_L,MM_230_ONC3,230,19.0,2.118,2.118,2.118,None,102.118,204.1,133.3,350.0,230.8,127.2,220.3,230.8,229.0,1.087,1.004,1.076,1.003,0.958,0.958,1.003,0.996,0.0
C29_S2_N1_L_MM_230_ONC3_20,C29_S2_N1_L,MM_230_ONC3,230,20.0,2.119,2.119,2.119,None,102.119,197.3,133.3,349.2,230.8,126.9,220.5,230.8,228.8,1.051,1.004,1.074,1.003,0.956,0.959,1.003,0.995,0.0
C29_S2_N1_L_MM_230_ONC4_1,C29_S2_N1_L,MM_230_ONC4,230,1.0,2.1,2.1,2.1,None,102.1,206.6,133.3,368.3,230.8,104.2,188.1,230.8,222.5,1.1,1.004,1.132,1.003,0.785,0.818,1.003,0.967,0.0
C29_S2_N1_L_MM_230_ONC4_2,C29_S2_N1_L,MM_230_ONC4,230,2.0,2.101,2.101,2.101,None,102.101,205.3,133.3,364.6,230.8,105.2,184.4,230.8,222.8,1.093,1.004,1.121,1.003,0.792,0.802,1.003,0.969,0.0
C29_S2_N1_L_MM_230_ONC4_3,C29_S2_N1_L,MM_230_ONC4,230,3.0,2.102,2.102,2.102,None,102.102,208.8,133.3,364.9,230.8,107.9,184.8,230.8,223.4,1.112,1.004,1.122,1.003,0.813,0.803,1.003,0.971,0.0
C29_S2_N1_L_MM_230_ONC4_4,C29_S2_N1_L,MM_230_ONC4,230,4.0,2.103,2.103,2.103,None,102.103,210.0,133.3,366.0,230.8,109.5,188.3,230.8,223.9,1.118,1.004,1.125,1.003,0.825,0.819,1.003,0.973,0.0
